0.0186343947 4.313185944453184e-05 5.7374225658425e-07 2.9371210523585e-07 1.2014365799498587e-13 1.779983874972533e-09 -6.918098248370028e-14:1
0.0196336698 0.00016173812378715173 1.84725490809082e-06 4.369045474232199e-07 2.0983457827430276e-13 3.4852903459658585e-09 -1.3822715526900677e-13:-1
0.015457100299999998 3.3048123045016605e-05 7.647069213908001e-08 5.4198106003600005e-09 7.602625631536644e-17 2.3337183583770978e-11 -2.3731927039903503e-17:1
0.0192063092 0.00011938199318468871 2.07641240154449e-06 3.9041797766689005e-07 2.2034919620877395e-13 3.066543244897022e-09 -9.431058057813842e-14:-1
0.0184173124 6.758006625297643e-05 9.422191895043699e-07 1.8155474360529997e-08 1.4386787698760958e-15 1.2485369938964701e-11 8.303428860658345e-16:1
0.0172267799 9.491276195639227e-05 1.3128596360479997e-06 2.8355501787551994e-07 7.619251834904138e-14 1.4306817660371205e-09 -6.251560794646972e-14:-1
0.019600571 0.0001214564089030663 2.0529401805192993e-06 4.4333892915361994e-07 2.7797186951352915e-13 3.2440730736576832e-09 -1.7788607892160236e-13:-1
0.0154328821 4.6141307924955375e-05 2.5306514941939998e-08 1.1349165761859998e-08 1.7707102622981147e-16 5.0779008471839946e-11 2.9390706732524994e-17:1
0.0186487383 0.00011053841546238265 1.6183378368594099e-06 3.4241327777692994e-07 7.962705890174646e-14 1.4762853528427284e-09 -8.520935086938572e-14:-1
0.0161889664 3.559927769267652e-05 3.2909855473721004e-07 8.345915398657e-08 1.2887919022555083e-14 3.4901286979203163e-10 -7.084686357404137e-15:1
0.0209911413 0.0001338536455292572 2.7070693914348997e-06 3.7060154844585993e-07 -7.747261653297263e-14 8.806180034304763e-10 -1.1514952289372876e-13:-1
0.019416038 0.0001296958481467733 2.17917891810301e-06 5.726428245350899e-07 3.3090751646533955e-13 4.163487639641679e-09 -1.7956144727489628e-14:-1
0.021500592 0.00014445229557570502 5.08563309663029e-06 1.64036382899157e-06 4.105309191585694e-12 1.3490512980715766e-08 2.4067219153635853e-12:-1
0.0195448608 0.00011638100953649439 5.1369310922537e-07 1.837418287169e-08 1.7057927904350678e-18 -5.187784813163847e-11 -1.5598419637666073e-15:1
0.0187326945 0.00012784476163659828 2.03844791648633e-06 5.4152926671721e-07 3.4019637792187156e-13 3.933892026425261e-09 -1.7496874135552202e-13:-1
0.0158281916 6.581825256751699e-05 8.847825870692499e-07 6.172943295301e-08 8.612836069303685e-15 1.240584345151246e-10 -3.2830905725675625e-15:1
0.0185614931 0.00012590281952857884 2.0320762883922495e-06 4.744984760948899e-07 2.9502004234151525e-13 3.730976655302699e-09 -1.1737407327004744e-13:-1
0.0190722456 0.0001747279870522751 1.4691420883736998e-06 3.4758875034034e-07 1.4692852652019615e-13 1.5888736492646137e-09 8.990589912088744e-15:-1
0.0169923327 6.622760104456902e-05 3.223562276318801e-07 2.5998555681319998e-08 1.9587768771977014e-15 8.37276425646964e-11 -3.752064299729079e-16:1
0.0178183436 5.885669716890582e-05 3.6982096829009e-07 6.461895650232998e-08 9.972210176041436e-15 4.20121467855208e-10 -7.237494187063696e-15:1
0.0209290205 0.00018991148568694985 2.3872574589127996e-06 7.1240079129376e-07 6.284846062816019e-13 4.5977717503571006e-09 -1.1136519928012862e-13:-1
0.0223080394 0.00021371833355568267 3.96853958312162e-06 8.361021003099401e-07 7.418225967271689e-13 6.1617344442992554e-09 -5.374727436692178e-13:-1
0.0210532991 9.680529353740327e-05 7.161419478819999e-09 5.948472792553999e-08 1.2162274227546042e-15 4.399433399393029e-10 1.20218215326146e-15:1
0.020486258099999998 0.0001092315272638141 1.5458108014340006e-08 6.038943570530001e-08 5.360405973668407e-16 5.529167383904868e-10 1.3305978475984833e-15:1
0.014595448600000002 3.735280189388584e-05 1.9469797201922004e-07 3.4797765123540006e-08 2.7552184462938054e-15 2.0243691513816086e-10 9.144258007908716e-16:1
0.0169739578 5.852246833172009e-05 3.8786313346720004e-08 9.58352199632e-09 1.6901434539018987e-16 4.5878414041116e-11 1.398010750280008e-17:1
0.0146978465 3.856624904690724e-05 2.1761257142563994e-07 3.745413174708e-08 3.3488747868480955e-15 1.5428832296364186e-10 7.185301059518834e-16:1
0.022008718 0.0001519276591892384 3.24848575231525e-06 4.6081941941916995e-07 3.205112864240109e-14 2.411191255878962e-09 -1.8225430392868133e-13:-1
0.0154687031 4.942604902066224e-05 2.0253414200912002e-07 1.8218400087199997e-08 -7.116988829097812e-16 -1.2427361568608e-10 5.1756214100690855e-16:1
0.0185497966 8.7476982480178e-05 1.29115604672261e-06 1.7161762888085002e-07 -6.22974915690197e-15 4.829301421836756e-10 -2.7730594572339406e-14:-1
0.0143628552 3.3715636310797474e-05 3.2989621401773003e-07 4.830336792129998e-09 -1.3609595614264202e-16 -1.631793499836518e-11 1.7144530743427138e-16:1
0.0180114102 0.0001181632949836434 2.0393518906946e-06 5.113922799778002e-07 4.0665952628602133e-13 4.237747302846255e-09 2.7883550033968914e-14:-1
0.0185370968 9.065363393939715e-05 2.2385057194003594e-06 5.564991751234e-07 4.793213924776498e-13 3.918281171273432e-09 2.630036143193619e-13:-1
0.0142039439 5.3081559829414165e-05 3.5286391274593e-07 3.423575149241e-08 1.2055401669589464e-15 1.1352123810237016e-10 -1.6562112081280797e-15:1
0.0203018781 0.00013829546893050394 2.65768754021536e-06 5.922327227724801e-07 3.78989591987539e-13 5.146952689572425e-09 -1.075630185077553e-14:-1
0.0182574039 7.020858973399242e-05 1.4650176193844e-06 6.084635777095999e-08 -3.0193789541260068e-15 -1.2378542891686122e-10 1.0953946863393425e-14:1
0.0179959716 8.831985296604226e-05 1.8335107248951699e-06 3.1442084912892994e-07 3.551381690921971e-14 9.518836667465248e-10 -6.148234657231394e-14:-1
0.021693142 0.00015838870970035914 3.5294775464506003e-06 8.240638829506e-07 8.43412009509439e-13 7.301545994908057e-09 -9.653814282945074e-14:-1
0.0187051732 9.194576139242739e-05 1.74434109065074e-06 4.5791685932642e-07 2.8959174000427863e-13 3.365045256110796e-09 -1.727305258131411e-14:-1
0.0166279561 6.89522031191096e-05 1.6025731521281001e-06 3.042428967805001e-07 1.9223926792289767e-13 2.1153740061497764e-09 -1.1680413771668467e-13:1
0.020401707 0.00013000270364583072 3.3422714612586096e-06 8.387706085608499e-07 9.40731272934167e-13 6.5827382363997654e-09 2.0353761237467554e-13:-1
0.0198511511 0.00014069862420303244 2.34343971003305e-06 4.4884545144697e-07 2.2648431807237773e-13 2.9621255308620303e-09 -1.8260760055105763e-13:-1
0.0139738958 3.91718605857796e-05 3.0691752382449e-07 1.8718510489290004e-08 -9.781010303139129e-16 -5.0797510410994696e-11 8.288401225377201e-16:1
0.014370426 3.658776536704617e-05 6.425906336396099e-07 4.716436864465e-08 -1.0543105278657852e-15 -7.310556131853396e-11 5.601604339353883e-15:1
0.017959823700000002 7.658035991310301e-05 1.1086943618922404e-06 1.6371212954120002e-07 -2.2210469560639973e-15 5.073196742574064e-10 -2.469760444346208e-14:-1
0.0231077152 0.00015542580723014953 2.3096818754434002e-06 3.1830743695779993e-07 9.571428769107528e-14 2.43006091081939e-09 -1.3054475344103974e-14:-1
0.014895716 4.641689188092677e-05 1.02929045336377e-06 1.0722365585401e-07 3.183406635185524e-14 5.876286879944544e-10 -2.3244118138420452e-14:1
0.0147682986 5.046582225365636e-05 7.012760845321799e-07 6.082914232417999e-08 5.852084981478122e-15 7.4290254269732e-11 2.0281809438382082e-15:1
0.014625238799999999 4.135343318653587e-05 7.6622692960818e-07 3.490355021402e-08 3.684550556311605e-15 7.84950901737809e-11 -1.1556783893938574e-15:1
0.0140443576 3.270665208273639e-05 1.5165506519140003e-07 1.3821709721000003e-08 -5.428002715465472e-16 -7.786020738408667e-11 3.975812941350698e-16:1
0.0188362593 5.945504724228626e-05 3.9112384226402e-07 7.412145127154e-08 3.281265530768588e-16 5.038242537962567e-10 3.892965311484824e-15:1
0.0224363556 0.00012747362476959111 2.56799848139225e-06 6.279411341215299e-07 3.524253990368532e-13 4.942610350868446e-09 3.860216035620943e-14:-1
0.0151267766 3.966159484361333e-05 1.1353506507719997e-08 1.6192045808200002e-08 -2.1616658008294307e-16 7.317522909823634e-11 4.338066333787908e-16:1
